アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同行者,宿泊数（全行程）,宿泊エリア（県外）,宿泊数（県内）,宿泊市町村(1泊目),食事の組み合わせ（1泊目）,宿泊市町村(2泊目),食事の組み合わせ（2泊目）,宿泊市町村(3泊目),食事の組み合わせ（3泊目）,宿泊市町村(4泊目),食事の組み合わせ（4泊目）,交通手段（来県）,交通手段（県内）,満足度（交通）,来県回数,訪問目的,情報源（デジタル）,情報源（デジタル以外）,比較した都道府県の有無,比較した都道府県,比較した都道府県の観光地,消費金額（交通費）,消費金額（飲食費）,消費金額（宿泊費）,消費金額（買い物（工芸品・特産品等）費）,消費金額（観光・体験費）,訪問場所,訪問した寿司店形態,訪問したます寿し店形態,海の幸（食べた）,海の幸（感動した）,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所
2026/4/7,岐阜県,女性,50代,医療機関職員,2:300～500万円,友人・知人,2泊,福井県,1泊,富山市,,,,,,,,自家用車,自家用車,満足,２回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞","Googleマップ（施設の口コミ・写真・営業時間など）, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, まとめサイト, 宿泊予約Webサイト",富山県観光公式のパンフレット,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満",富山城,回転寿司店（地元）,食べていない,"ブリ, シロエビ, ホタルイカ","シロエビ, ホタルイカ",大いに満足,満足,満足,大いに満足,大いに満足,スカイバス桜コースで違った視線で桜の観光が出来た。,駐車場を少し探した。,ホタルイカと白エビが美味しかった。,満開の桜が楽しめた。,8,機会があれば行きたい,富山の海の幸は美味しいと思う。,富山市
2026/4/7,千葉県,男性,50代,会社員,3:600～1000万円,子供連れ家族（一番下のお子様が未就学児）,2泊,富山県以外には宿泊しない,2泊,"富山市, 魚津市",,,,,,,,自家用車,自家用車,大いに満足,１回目,地元の美味しいものを食べる,生成AI（ChatGPT、Gemini、検索結果のAI要約など）,口コミ（家族）,ない,,,"20,000円以上30,000円未満","5,000円以上10,000円未満","100,000円以上","5,000円以上10,000円未満","1,000円以上3,000円未満","雨晴海岸, 新湊大橋, 砺波チューリップ公園, 富山城, ヒスイ海岸（宮崎・境海岸）, ほたるいかミュージアム, 道の駅KOKOくろべ",回転寿司店（地元）,食べていない,"ブリ, シロエビ, ホタルイカ, 牡蠣",シロエビ,大いに満足,普通,満足,大いに満足,大いに満足,楽しかったから,ないです,シロエビ,タラ汁,10,機会があれば行きたい,シロエビ、ホタルイカ,入善町
2026/4/7,神奈川県,女性,60代,パート・アルバイト,1:300万未満,ひとり,4泊以上,北陸中部全県,4泊以上,"高岡市, 氷見市, 滑川市, 黒部市",,,,,,,,自家用車,自家用車,大いに満足,１０回目以上,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞","Googleマップ（施設の口コミ・写真・営業時間など）, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト",富山県観光公式のパンフレット,ない,,,使わない,"20,000円以上30,000円未満",使わない,"20,000円以上30,000円未満","5,000円以上10,000円未満","あさひ舟川「春の四重奏」, 雨晴海岸, 岩瀬エリア, 内川エリア（川の駅新湊など）, 海の駅蜃気楼, 大岩山日石寺, 海王丸パーク, 五箇山, 魚の駅生地, 庄川峡遊覧船, 新湊きっときと市場, 富山市ファミリーパーク, ヒスイ海岸（宮崎・境海岸）, 氷見温泉郷, 氷見漁港場外市場 ひみ番屋街, 富岩運河環水公園, ほたるいかミュージアム, 道の駅KOKOくろべ, 道の駅メルヘンおやべ, 八尾エリア（八尾おわら資料館、八尾曳山会館など）",回転寿司店（地元）,専門店,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ, ホタルイカ, ゲンゲ, バイガイ","ブリ, シロエビ, ホタルイカ, ゲンゲ, バイガイ",大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,人、食べ物、温泉、海山、全てが素晴らしい。特に北陸の米を一年分、秋に買いに来る。美味しい！,ない,富山の鮮魚を食べたいからこそ足を運ぶ,海、立山連峰,10,来年もまた行きたい,今で大満足。これからも四季折々の各地の発信を待ってます,黒部市
2026/4/7,石川県,女性,50代,経営者・役員,2:300～500万円,友人・知人,日帰り,,,,,,,,,,,自家用車,自家用車,公共交通を利用していない,１回目,工場の見学・体験,SNS広告,口コミ（友人・恋人）,ない,,,"1,000円以上3,000円未満","1,000円以上3,000円未満",使わない,"5,000円以上10,000円未満","3,000円以上5,000円未満",能作,食べていない,食べていない,食べていない,食べていない,大いに満足,普通,大いに満足,大いに満足,大いに満足,能作の施設がとにかく素晴らしい！体験もとても楽しく、伝統工芸品が現代の感覚でデザインや使用用途豊富なカタチとして発展している点に心から感動した！また訪問したいし、人に紹介したい。,特になかった,能作のランチ,能作の施設、能作の鋳物体験,10,機会があれば行きたい,今回は高岡だけだったが、本当に楽しかったので、次回はまた違う体験(マス寿司作りや他の伝統工芸品)をしてみたい。食事やお酒も楽しみたいと思ったので、車でなく公共交通機関機関で訪問するか、車なら宿泊してゆっくりするプランで計画したいと思った。長期期間有効な施設や体験のスタンプラリー(県内マップと施設や観光紹介)があると、何度も訪れたくなるきっかけになると思った。というかそんなスタンプラリー、欲しい。,高岡市
2026/4/7,京都府,男性,60代,定年退職,2:300～500万円,夫婦,1泊,富山県以外には宿泊しない,1泊,砺波市,,,,,,,,自家用車,自家用車,公共交通を利用していない,３回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 買い物（工芸品・特産品など）","Instagram, Googleマップ（施設の口コミ・写真・営業時間など）, 富山県観光公式サイト「とやま観光ナビ」, 宿泊施設のウェブサイト, 宿泊予約Webサイト",旅行ガイドブック,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満","あさひ舟川「春の四重奏」, 雨晴海岸",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ, ホタルイカ","ブリ, シロエビ",満足,不満,満足,満足,満足,立山連峰の勇姿を3回目で初めて見ることが出来た。,ホテルの食事がビュッフェで富山の味が満喫できなかった。,きときと寿司,雨晴海岸や朝日舟川などで立山連峰を見ることが出来た,10,来年もまた行きたい,富山の特産品を活かした食事、富山の文化や歴史を感じる旅，美しい自然を満喫したい,砺波市
2026/4/7,京都府,男性,60代,自由業,2:300～500万円,夫婦,2泊,富山県以外には宿泊しない,2泊,"砺波市, 小矢部市",,,,,,,,自家用車,自家用車,普通,７回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光, 文化施設の見学・体験（美術館・博物館など）","Googleマップ（施設の口コミ・写真・営業時間など）, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト",口コミ（友人・恋人）,ない,,,"5,000円以上10,000円未満","10,000円以上20,000円未満","40,000円以上50,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","あさひ舟川「春の四重奏」, 魚津水族館, 魚津埋没林博物館, 海の駅蜃気楼",専門店,専門店,"ブリ, シロエビ, ホタルイカ","ブリ, シロエビ, ホタルイカ",大いに満足,満足,満足,満足,満足,桜と食事,特になし,新鮮な海鮮,桜,10,来年もまた行きたい,,小矢部市
2026/4/7,愛知県,男性,50代,会社員,1:300万未満,ひとり,1泊,富山県以外には宿泊しない,1泊,富山市,,,,,,,,自家用車,自家用車,公共交通を利用していない,５回目,出張など仕事関係,Googleマップ（施設の口コミ・写真・営業時間など）,口コミ（同僚・同級生）,ない,,,"5,000円以上10,000円未満","1,000円以上3,000円未満","5,000円以上10,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満",観光地・観光施設には訪問していない,食べていない,食べていない,食べていない,食べていない,満足,満足,満足,満足,満足,,駅周辺の混雑,糸庄のもつ鍋,,8,来年もまた行きたい,,富山市
2026/4/7,東京都,男性,50代,会社員,3:600～1000万円,大人の家族（18歳以上の子供含む）,2泊,富山県以外には宿泊しない,2泊,南砺市,,,,,,,,"新幹線, 高速バス","自家用車, 路線バス",普通,１０回目以上,"温泉や露天風呂, 地元の美味しいものを食べる, 法事",Googleマップ（施設の口コミ・写真・営業時間など）,特になし,ない,,,"50,000円以上100,000円未満","20,000円以上30,000円未満","30,000円以上40,000円未満","10,000円以上20,000円未満",使わない,観光地・観光施設には訪問していない,食べていない,持ち帰り（道の駅・スーパーなど）,"ブリ, シロエビ, ホタルイカ, ゲンゲ, 牡蠣",どれにも感動していない,普通,満足,普通,普通,普通,特になし,飲食店が足りていない,特に覚えていない,なし,5,来年もまた行きたい,今の季節は、ホタルイカや山菜ですが、提供できるお店が少ない,南砺市
2026/4/7,東京都,女性,60代,会社員,2:300～500万円,ひとり,1泊,石川県,富山県内には宿泊しない,,,,,,,,,"飛行機, 旅行会社ツアーバス",旅行会社ツアーバス,公共交通を利用していない,２回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 文化施設の見学・体験（美術館・博物館など）, クルーズ・観光船を楽しむ","Googleマップ（施設の口コミ・写真・営業時間など）, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト","富山県観光公式のパンフレット, 旅行ガイドブック",ない,,,使わない,"1,000円以上3,000円未満","3,000円以上5,000円未満","3,000円以上5,000円未満","5,000円以上10,000円未満","高岡大仏, 松川遊覧船",回転寿司店（地元）,駅（売店・自販機など）,"紅ズワイガニ, シロエビ, ホタルイカ","シロエビ, ホタルイカ",満足,満足,満足,大いに満足,大いに満足,桜がちょうど満開で、松川の船下りが、綺麗だった,特になし,白えび,松川遊覧船,10,来年もまた行きたい,"富山は、お魚もおいしいし、見るところもたくさんある。
区分けをして小さなツアーを企画すれば、車が無くても楽に効率良く回れて嬉しい。
また、来ます",高岡市
2026/4/7,富山県,女性,60代,パート・アルバイト,1:300万未満,ひとり,日帰り,,,,,,,,,,,自家用車,自家用車,公共交通を利用していない,１０回目以上,温泉や露天風呂,Googleマップ（施設の口コミ・写真・営業時間など）,雑誌の特集記事,ない,,,使わない,使わない,使わない,使わない,使わない,観光地・観光施設には訪問していない,食べていない,食べていない,食べていない,食べていない,普通,普通,普通,普通,満足,ゆつたりできた,,,,10,富山県在住,,小矢部市
2026/4/7,富山県,女性,50代,パート・アルバイト,1:300万未満,友人・知人,日帰り,,,,,,,,,,,自家用車,自家用車,満足,１回目,花見や紅葉などの自然鑑賞,富山県内市町村の観光公式サイト,口コミ（友人・恋人）,ない,,,"1,000円以上3,000円未満","1,000円以上3,000円未満",使わない,"1,000円以上3,000円未満","1,000円以上3,000円未満","富山県美術館, 富山城",食べていない,食べていない,食べていない,食べていない,満足,普通,満足,満足,満足,,,,,8,来年もまた行きたい,,富山市
2026/4/7,大阪府,女性,60代,専業主婦・主夫,2:300～500万円,夫婦,2泊,福井県,1泊,朝日町,,,,,,,,自家用車,自家用車,不満,１回目,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞",宿泊予約Webサイト,"富山県観光公式のパンフレット, 旅行ガイドブック",ない,,,"30,000円以上40,000円未満","10,000円以上20,000円未満","20,000円以上30,000円未満","10,000円以上20,000円未満","40,000円以上50,000円未満","あさひ舟川「春の四重奏」, 雨晴海岸, 宇奈月温泉",専門店,専門店,"ブリ, シロエビ, 甘エビ, ホタルイカ","ブリ, シロエビ, ホタルイカ",満足,大いに満足,大いに満足,普通,満足,ゆったりできた,案内,いか,,6,機会があれば行きたい,清潔,富山市
